Date,ProductID,Price_USD,UnitsSold,PromotionFlag
28/04/2024,Prod_4,2.03,343,0
29/04/2024,Prod_4,20.39,447,0
30/04/2024,Prod_4,44.62,325,1
01/05/2024,Prod_4,26.5,367,0
02/05/2024,Prod_4,18.03,336,0
03/05/2024,Prod_4,13.43,296,0
04/05/2024,Prod_4,12.92,24,0
05/05/2024,Prod_4,5.89,373,0
06/05/2024,Prod_4,41.04,442,1
07/05/2024,Prod_4,5.25,104,0
08/05/2024,Prod_4,15.32,412,1
09/05/2024,Prod_4,3.24,62,0
10/05/2024,Prod_4,39.29,153,1
11/05/2024,Prod_4,2.92,263,0
12/05/2024,Prod_4,16.11,294,0
13/05/2024,Prod_4,29.09,455,0
14/05/2024,Prod_4,21.07,375,0
15/05/2024,Prod_4,14.83,243,0
16/05/2024,Prod_4,14.48,342,0
17/05/2024,Prod_4,40.09,342,0
18/05/2024,Prod_4,48.72,347,0
19/05/2024,Prod_4,18.05,121,1
20/05/2024,Prod_4,2.92,353,0
21/05/2024,Prod_4,2.79,173,1
22/05/2024,Prod_4,38.2,416,1
23/05/2024,Prod_4,28.07,103,0
24/05/2024,Prod_4,39.4,160,0
25/05/2024,Prod_4,35.18,257,0
26/05/2024,Prod_4,45.47,202,0
27/05/2024,Prod_4,44.41,45,0
28/05/2024,Prod_4,39.63,64,0
29/05/2024,Prod_4,24.28,196,0
30/05/2024,Prod_4,16.1,477,0
31/05/2024,Prod_4,25.84,391,0
01/06/2024,Prod_4,25.6,422,1
02/06/2024,Prod_4,30.9,70,0
03/06/2024,Prod_4,10.12,181,0
04/06/2024,Prod_4,33.13,331,0
05/06/2024,Prod_4,23.37,247,0
06/06/2024,Prod_4,31.39,329,0
07/06/2024,Prod_4,12.74,158,0
08/06/2024,Prod_4,22.29,406,0
09/06/2024,Prod_4,11.3,186,0
10/06/2024,Prod_4,43.89,231,0
11/06/2024,Prod_4,24.91,73,0
12/06/2024,Prod_4,12.02,55,0
13/06/2024,Prod_4,3.02,486,0
14/06/2024,Prod_4,34.11,243,0
15/06/2024,Prod_4,11.52,302,1
16/06/2024,Prod_4,49.49,353,0
17/06/2024,Prod_4,27.15,410,0
18/06/2024,Prod_4,15.16,448,0
19/06/2024,Prod_4,33.23,464,1
20/06/2024,Prod_4,14.49,393,1
21/06/2024,Prod_4,41.19,215,1
22/06/2024,Prod_4,16.1,15,0
23/06/2024,Prod_4,49.42,147,1
24/06/2024,Prod_4,30.65,490,0
25/06/2024,Prod_4,42.38,144,0
26/06/2024,Prod_4,4.57,25,0
27/06/2024,Prod_4,18.07,99,0
28/06/2024,Prod_4,37.14,179,0
29/06/2024,Prod_4,33.1,333,0
30/06/2024,Prod_4,10.52,174,1
01/01/2024,Prod_5,18.45,263,1
02/01/2024,Prod_5,13.91,290,0
03/01/2024,Prod_5,31.06,58,0
04/01/2024,Prod_5,17.88,334,1
05/01/2024,Prod_5,16.14,279,1
06/01/2024,Prod_5,11.16,407,0
07/01/2024,Prod_5,21.04,145,0
08/01/2024,Prod_5,10.58,397,0
09/01/2024,Prod_5,48.17,122,0
10/01/2024,Prod_5,8.57,27,0
11/01/2024,Prod_5,45.75,66,0
12/01/2024,Prod_5,22,101,0
13/01/2024,Prod_5,19.52,414,0
14/01/2024,Prod_5,12.33,388,1
15/01/2024,Prod_5,32.15,94,0
16/01/2024,Prod_5,34.59,67,0
17/01/2024,Prod_5,23.91,250,1
18/01/2024,Prod_5,3.73,142,0
19/01/2024,Prod_5,46.01,267,0
20/01/2024,Prod_5,49.04,40,0
21/01/2024,Prod_5,22.12,215,1
22/01/2024,Prod_5,31.07,489,1
23/01/2024,Prod_5,23.06,496,0
24/01/2024,Prod_5,16.77,480,1
25/01/2024,Prod_5,4.79,131,0
26/01/2024,Prod_5,23.35,490,1
27/01/2024,Prod_5,41.1,1,1
28/01/2024,Prod_5,1.83,9,0
29/01/2024,Prod_5,29.52,368,1
30/01/2024,Prod_5,44.16,329,0
31/01/2024,Prod_5,11.66,380,0
01/02/2024,Prod_5,9.98,332,1
02/02/2024,Prod_5,38.84,385,0
03/02/2024,Prod_5,13.5,144,0
04/02/2024,Prod_5,10.41,350,0
05/02/2024,Prod_5,19.52,328,1
06/02/2024,Prod_5,20.23,494,1
07/02/2024,Prod_5,43.83,302,0
08/02/2024,Prod_5,31.3,138,0
09/02/2024,Prod_5,20.89,417,1
10/02/2024,Prod_5,27.19,358,0
11/02/2024,Prod_5,47.74,297,1
12/02/2024,Prod_5,6.55,179,1
13/02/2024,Prod_5,11.18,278,0
14/02/2024,Prod_5,48.16,144,0
15/02/2024,Prod_5,47.91,339,0
16/02/2024,Prod_5,9.68,459,0
17/02/2024,Prod_5,8.11,190,0
18/02/2024,Prod_5,21.63,437,1
19/02/2024,Prod_5,3.44,331,1
20/02/2024,Prod_5,33.09,270,0
21/02/2024,Prod_5,4.8,487,1
22/02/2024,Prod_5,3.84,187,0
23/02/2024,Prod_5,24.77,154,0
24/02/2024,Prod_5,47.93,172,0
25/02/2024,Prod_5,21.91,404,1
26/02/2024,Prod_5,18.47,468,0
27/02/2024,Prod_5,49.9,247,0
28/02/2024,Prod_5,27.07,389,0
29/02/2024,Prod_5,19.39,449,0
01/03/2024,Prod_5,19.91,11,0
02/03/2024,Prod_5,10.55,47,0
03/03/2024,Prod_5,26.1,266,1
04/03/2024,Prod_5,22.5,317,0
05/03/2024,Prod_5,14.27,111,0
06/03/2024,Prod_5,8.87,476,0
07/03/2024,Prod_5,16.25,301,1
08/03/2024,Prod_5,25.93,303,0
09/03/2024,Prod_5,3.86,418,1
10/03/2024,Prod_5,8.53,374,1
11/03/2024,Prod_5,47.44,397,1
12/03/2024,Prod_5,27.6,492,1
13/03/2024,Prod_5,4.11,473,0
14/03/2024,Prod_5,34.96,279,0
15/03/2024,Prod_5,4.03,292,0
16/03/2024,Prod_5,37.2,447,1
17/03/2024,Prod_5,37.75,252,1
18/03/2024,Prod_5,32.9,76,1
19/03/2024,Prod_5,36.88,175,0
20/03/2024,Prod_5,5.31,109,0
21/03/2024,Prod_5,36.61,450,0
22/03/2024,Prod_5,7.7,340,0
23/03/2024,Prod_5,17.64,336,0
24/03/2024,Prod_5,47.19,14,0
25/03/2024,Prod_5,25.64,181,1
26/03/2024,Prod_5,48.4,322,0
27/03/2024,Prod_5,5.36,433,0
28/03/2024,Prod_5,24.4,272,0
29/03/2024,Prod_5,4.06,452,0
30/03/2024,Prod_5,31.88,43,1
31/03/2024,Prod_5,4.86,461,0
01/04/2024,Prod_5,9.59,102,0
02/04/2024,Prod_5,13.68,113,0
03/04/2024,Prod_5,37.69,193,1
04/04/2024,Prod_5,9.03,9,0
05/04/2024,Prod_5,42.48,149,0
06/04/2024,Prod_5,7.46,338,0
07/04/2024,Prod_5,2.73,491,0
08/04/2024,Prod_5,20.36,224,1
09/04/2024,Prod_5,48.99,110,0
10/04/2024,Prod_5,6.41,354,0
11/04/2024,Prod_5,5.98,84,0
12/04/2024,Prod_5,37.81,43,1
13/04/2024,Prod_5,16.3,66,0
14/04/2024,Prod_5,36.15,388,1
15/04/2024,Prod_5,10.8,379,0
16/04/2024,Prod_5,23.54,109,1
17/04/2024,Prod_5,14,102,1
18/04/2024,Prod_5,23.12,135,0
19/04/2024,Prod_5,38.69,86,0
20/04/2024,Prod_5,38.34,84,0
21/04/2024,Prod_5,26.27,442,1
22/04/2024,Prod_5,46.49,227,0
23/04/2024,Prod_5,13.93,260,0
24/04/2024,Prod_5,12.78,380,0
25/04/2024,Prod_5,31.08,20,0
26/04/2024,Prod_5,31.44,35,0
27/04/2024,Prod_5,3.28,353,1
28/04/2024,Prod_5,30.78,243,1
29/04/2024,Prod_5,19.35,443,0
30/04/2024,Prod_5,37.62,469,0
01/05/2024,Prod_5,40.6,429,0
02/05/2024,Prod_5,28.06,270,1
03/05/2024,Prod_5,1.08,223,0
04/05/2024,Prod_5,32.18,406,0
05/05/2024,Prod_5,37.7,304,0
06/05/2024,Prod_5,13.2,158,1
07/05/2024,Prod_5,23.77,285,0
08/05/2024,Prod_5,48.32,36,0
09/05/2024,Prod_5,15.61,497,0
10/05/2024,Prod_5,11.93,298,0
11/05/2024,Prod_5,11.33,29,0
12/05/2024,Prod_5,28.38,391,0
13/05/2024,Prod_5,47.54,416,0
14/05/2024,Prod_5,30.83,397,1
15/05/2024,Prod_5,15.86,255,0
16/05/2024,Prod_5,32.29,397,0
17/05/2024,Prod_5,31.62,438,0
18/05/2024,Prod_5,30.25,142,0
19/05/2024,Prod_5,8.81,134,0
20/05/2024,Prod_5,32.09,144,1
21/05/2024,Prod_5,22.08,297,0
22/05/2024,Prod_5,1.91,436,1
23/05/2024,Prod_5,27.45,368,1
24/05/2024,Prod_5,49.47,341,0
25/05/2024,Prod_5,18.14,245,1
26/05/2024,Prod_5,48.31,254,0
27/05/2024,Prod_5,5.71,364,0
28/05/2024,Prod_5,36.89,400,1
29/05/2024,Prod_5,6.6,5,0
30/05/2024,Prod_5,14.41,408,0
31/05/2024,Prod_5,28.97,427,0
01/06/2024,Prod_5,30.05,449,0
02/06/2024,Prod_5,38.99,266,0
03/06/2024,Prod_5,31.15,491,1
04/06/2024,Prod_5,30.09,239,0
05/06/2024,Prod_5,45.71,250,1
06/06/2024,Prod_5,23.16,443,0
07/06/2024,Prod_5,12.04,291,0
08/06/2024,Prod_5,8.93,31,0
09/06/2024,Prod_5,20.6,120,0
10/06/2024,Prod_5,35.92,79,0
11/06/2024,Prod_5,3.08,395,1
12/06/2024,Prod_5,7.32,9,0
13/06/2024,Prod_5,6.2,450,0
14/06/2024,Prod_5,29.68,44,0
15/06/2024,Prod_5,12.9,372,0
16/06/2024,Prod_5,9.15,222,0
17/06/2024,Prod_5,30.05,144,0
18/06/2024,Prod_5,38.3,120,1
19/06/2024,Prod_5,17.28,432,1
20/06/2024,Prod_5,29.33,53,0
21/06/2024,Prod_5,5.81,65,0
22/06/2024,Prod_5,46.82,176,0
23/06/2024,Prod_5,17.51,70,1
24/06/2024,Prod_5,49.88,302,1
25/06/2024,Prod_5,48.95,121,1
26/06/2024,Prod_5,39.16,377,0
27/06/2024,Prod_5,1.98,203,0
28/06/2024,Prod_5,27.63,289,0
29/06/2024,Prod_5,5.25,180,1
30/06/2024,Prod_5,44.86,81,1
01/01/2024,Prod_6,39.69,55,0
02/01/2024,Prod_6,48.64,179,1
03/01/2024,Prod_6,30.81,98,1
04/01/2024,Prod_6,26.59,110,0
05/01/2024,Prod_6,26.43,424,1
06/01/2024,Prod_6,19.94,153,0
07/01/2024,Prod_6,23.97,447,0
08/01/2024,Prod_6,32.14,406,0
09/01/2024,Prod_6,46.71,474,0
10/01/2024,Prod_6,30.2,125,1
11/01/2024,Prod_6,43,91,0
12/01/2024,Prod_6,43.28,294,0
13/01/2024,Prod_6,26.42,393,0
14/01/2024,Prod_6,18.03,37,0
15/01/2024,Prod_6,32.34,5,0
16/01/2024,Prod_6,22.85,338,0
17/01/2024,Prod_6,4.99,150,0
18/01/2024,Prod_6,19.51,366,1
19/01/2024,Prod_6,49.71,396,1
20/01/2024,Prod_6,3.38,316,0
21/01/2024,Prod_6,35.14,172,1
22/01/2024,Prod_6,42.22,406,1
23/01/2024,Prod_6,32.79,262,0
24/01/2024,Prod_6,28.92,484,0
25/01/2024,Prod_6,35.67,27,1
26/01/2024,Prod_6,22.04,495,0
27/01/2024,Prod_6,5.48,55,0
28/01/2024,Prod_6,48.16,399,1
29/01/2024,Prod_6,22.18,320,0
30/01/2024,Prod_6,33.6,249,1
31/01/2024,Prod_6,27.03,273,0
01/02/2024,Prod_6,3.68,259,0
02/02/2024,Prod_6,47.68,266,0
03/02/2024,Prod_6,39.83,191,0
04/02/2024,Prod_6,8.31,63,1
05/02/2024,Prod_6,49.1,345,0
06/02/2024,Prod_6,37.11,446,1
07/02/2024,Prod_6,24.14,341,0
08/02/2024,Prod_6,30.96,104,0
09/02/2024,Prod_6,6.23,393,1
10/02/2024,Prod_6,28.46,408,0
11/02/2024,Prod_6,4.61,288,1
12/02/2024,Prod_6,27.7,259,0
13/02/2024,Prod_6,28.08,161,1
14/02/2024,Prod_6,43.85,171,0
15/02/2024,Prod_6,36.53,109,1
16/02/2024,Prod_6,13.23,140,1
17/02/2024,Prod_6,44.53,93,0
18/02/2024,Prod_6,29.09,469,0
19/02/2024,Prod_6,30.71,103,0
20/02/2024,Prod_6,9.28,226,0
21/02/2024,Prod_6,43.03,353,0
22/02/2024,Prod_6,46.62,160,0
23/02/2024,Prod_6,38.97,404,0
24/02/2024,Prod_6,47.1,195,0
25/02/2024,Prod_6,15.81,324,1
26/02/2024,Prod_6,43.19,145,1
27/02/2024,Prod_6,24.96,242,1
28/02/2024,Prod_6,9.03,465,0
29/02/2024,Prod_6,33.77,403,0
01/03/2024,Prod_6,34.52,132,0
02/03/2024,Prod_6,15.06,93,1
03/03/2024,Prod_6,2.35,273,0
04/03/2024,Prod_6,10.79,192,0
05/03/2024,Prod_6,20.59,22,0
06/03/2024,Prod_6,9.21,194,0
07/03/2024,Prod_6,10.51,170,0
08/03/2024,Prod_6,20.18,460,0
09/03/2024,Prod_6,48.13,429,0
10/03/2024,Prod_6,38.45,11,0
11/03/2024,Prod_6,16.67,181,0
12/03/2024,Prod_6,47.63,232,0
13/03/2024,Prod_6,32.64,444,1
14/03/2024,Prod_6,23.32,29,0
15/03/2024,Prod_6,23.95,20,0
16/03/2024,Prod_6,21.13,5,1
17/03/2024,Prod_6,12.42,409,1
18/03/2024,Prod_6,19.94,34,0
19/03/2024,Prod_6,26.87,140,0
20/03/2024,Prod_6,26.87,28,1
21/03/2024,Prod_6,38.33,98,0
22/03/2024,Prod_6,18.58,262,1
23/03/2024,Prod_6,36.12,246,0
24/03/2024,Prod_6,29.33,19,1
25/03/2024,Prod_6,48.13,12,0
26/03/2024,Prod_6,19.88,25,1
27/03/2024,Prod_6,45.16,13,0
28/03/2024,Prod_6,41.21,465,1
29/03/2024,Prod_6,32.25,76,0
30/03/2024,Prod_6,33.07,259,0
31/03/2024,Prod_6,5.15,24,0
01/04/2024,Prod_6,47.56,8,1
02/04/2024,Prod_6,6.24,368,0
03/04/2024,Prod_6,28.6,228,0
04/04/2024,Prod_6,17.17,376,0
05/04/2024,Prod_6,22.06,123,1
06/04/2024,Prod_6,30.9,90,0
07/04/2024,Prod_6,45.53,301,0
08/04/2024,Prod_6,23.42,456,1
09/04/2024,Prod_6,49.4,224,1
10/04/2024,Prod_6,30.05,224,0
11/04/2024,Prod_6,8.87,257,0
12/04/2024,Prod_6,10.31,3,0
13/04/2024,Prod_6,36.09,321,0
14/04/2024,Prod_6,3.47,271,0
15/04/2024,Prod_6,24.54,306,0
16/04/2024,Prod_6,8.26,148,1
17/04/2024,Prod_6,22.23,387,0
18/04/2024,Prod_6,37.75,189,1
19/04/2024,Prod_6,23.48,399,0
20/04/2024,Prod_6,9.01,187,0
21/04/2024,Prod_6,13.34,438,0
22/04/2024,Prod_6,19.01,188,1
23/04/2024,Prod_6,4.41,124,0
24/04/2024,Prod_6,29.63,37,0
25/04/2024,Prod_6,30.77,149,0
26/04/2024,Prod_6,4.05,106,0
27/04/2024,Prod_6,20.71,103,0
28/04/2024,Prod_6,21.29,407,1
29/04/2024,Prod_6,17.36,377,1
30/04/2024,Prod_6,28.33,232,0
01/05/2024,Prod_6,17.95,355,1
02/05/2024,Prod_6,21.4,146,0
03/05/2024,Prod_6,40.08,17,1
04/05/2024,Prod_6,8.94,159,0
05/05/2024,Prod_6,31.34,448,1
06/05/2024,Prod_6,25.77,304,1
07/05/2024,Prod_6,15.95,282,1
08/05/2024,Prod_6,36.65,278,0
09/05/2024,Prod_6,28.01,125,0
10/05/2024,Prod_6,24.39,173,1
11/05/2024,Prod_6,33.72,420,1
12/05/2024,Prod_6,40.31,320,0
13/05/2024,Prod_6,48.66,163,0
14/05/2024,Prod_6,31.84,203,0
15/05/2024,Prod_6,43.85,475,0
16/05/2024,Prod_6,1.05,482,1
17/05/2024,Prod_6,26.98,338,1
18/05/2024,Prod_6,11.52,155,0
19/05/2024,Prod_6,5.62,324,1
20/05/2024,Prod_6,27.07,401,0
21/05/2024,Prod_6,37.59,454,0
22/05/2024,Prod_6,21.2,490,0
23/05/2024,Prod_6,33.84,395,1
24/05/2024,Prod_6,25,261,1
25/05/2024,Prod_6,22.42,186,0
26/05/2024,Prod_6,15.22,377,0
27/05/2024,Prod_6,19.75,466,0
28/05/2024,Prod_6,18.14,57,0
29/05/2024,Prod_6,32.66,217,0
30/05/2024,Prod_6,6.68,458,0
31/05/2024,Prod_6,5.54,489,1
01/06/2024,Prod_6,33.34,208,0
02/06/2024,Prod_6,27.77,202,0
03/06/2024,Prod_6,22.08,74,0
04/06/2024,Prod_6,8.47,484,0
05/06/2024,Prod_6,21.14,85,0
06/06/2024,Prod_6,39.7,120,0
07/06/2024,Prod_6,44.59,14,0
08/06/2024,Prod_6,35.43,328,1
09/06/2024,Prod_6,3.94,129,0
10/06/2024,Prod_6,33.85,400,0
11/06/2024,Prod_6,12.81,282,1
12/06/2024,Prod_6,16.45,49,0
13/06/2024,Prod_6,10.6,426,0
14/06/2024,Prod_6,39.01,454,0
15/06/2024,Prod_6,32.78,359,0
16/06/2024,Prod_6,30.98,242,0
17/06/2024,Prod_6,33.73,322,0
18/06/2024,Prod_6,12.6,53,1
19/06/2024,Prod_6,22.79,265,1
20/06/2024,Prod_6,32.03,69,0
21/06/2024,Prod_6,32.19,40,0
22/06/2024,Prod_6,39.8,184,0
23/06/2024,Prod_6,15.07,133,0
24/06/2024,Prod_6,38.75,56,0
25/06/2024,Prod_6,22.57,367,0
26/06/2024,Prod_6,33.84,456,0
27/06/2024,Prod_6,23.33,255,0
28/06/2024,Prod_6,47.48,5,0
29/06/2024,Prod_6,9.79,69,0
30/06/2024,Prod_6,34.08,52,0
01/01/2024,Prod_7,29.25,465,0
02/01/2024,Prod_7,9.46,329,0
03/01/2024,Prod_7,4.23,98,0
04/01/2024,Prod_7,40.16,161,0
05/01/2024,Prod_7,8.72,406,0
06/01/2024,Prod_7,10.14,469,0
07/01/2024,Prod_7,48.94,491,0
08/01/2024,Prod_7,36.15,271,1
09/01/2024,Prod_7,13.27,65,0
10/01/2024,Prod_7,29.96,327,0
11/01/2024,Prod_7,27.17,407,0
12/01/2024,Prod_7,42.38,243,0
13/01/2024,Prod_7,36.74,367,0
14/01/2024,Prod_7,41.75,262,1
15/01/2024,Prod_7,11.36,212,1
16/01/2024,Prod_7,32.37,442,0
17/01/2024,Prod_7,2.97,154,0
18/01/2024,Prod_7,4.38,234,0
19/01/2024,Prod_7,35.96,140,0
20/01/2024,Prod_7,2.2,333,1
21/01/2024,Prod_7,29.41,495,0
22/01/2024,Prod_7,42.18,115,0
23/01/2024,Prod_7,19.62,369,0
24/01/2024,Prod_7,3.2,333,0
25/01/2024,Prod_7,35.98,130,1
26/01/2024,Prod_7,46.55,416,1
27/01/2024,Prod_7,36.14,178,1
28/01/2024,Prod_7,29.34,95,0
29/01/2024,Prod_7,12.27,317,0
30/01/2024,Prod_7,1.75,395,1
31/01/2024,Prod_7,35.04,101,1
01/02/2024,Prod_7,12.32,196,0
02/02/2024,Prod_7,43.05,290,1
03/02/2024,Prod_7,23.85,208,0
04/02/2024,Prod_7,27,95,0
05/02/2024,Prod_7,37.94,473,0
06/02/2024,Prod_7,39.19,103,0
07/02/2024,Prod_7,32.49,8,1
08/02/2024,Prod_7,46.98,136,0
09/02/2024,Prod_7,49.13,98,1
10/02/2024,Prod_7,47.4,399,0
11/02/2024,Prod_7,41.38,261,0
12/02/2024,Prod_7,35.58,147,1
13/02/2024,Prod_7,33.5,458,0
14/02/2024,Prod_7,6.08,393,1
15/02/2024,Prod_7,14.3,185,0
16/02/2024,Prod_7,1.28,438,0
17/02/2024,Prod_7,7.73,413,0
18/02/2024,Prod_7,22.52,232,1
19/02/2024,Prod_7,8.18,101,0
20/02/2024,Prod_7,45.18,147,0
21/02/2024,Prod_7,40.48,205,1
22/02/2024,Prod_7,4.51,46,0
23/02/2024,Prod_7,13.2,104,1
24/02/2024,Prod_7,41.13,336,0
25/02/2024,Prod_7,40.35,446,0
26/02/2024,Prod_7,47.33,222,0
27/02/2024,Prod_7,49.88,444,0
28/02/2024,Prod_7,48.84,118,0
29/02/2024,Prod_7,21.1,5,0
01/03/2024,Prod_7,13.27,417,0
02/03/2024,Prod_7,38.16,211,0
03/03/2024,Prod_7,15.66,55,0
04/03/2024,Prod_7,40.51,19,0
05/03/2024,Prod_7,27.16,401,0
06/03/2024,Prod_7,39.9,88,1
07/03/2024,Prod_7,14.52,247,0
08/03/2024,Prod_7,25.89,117,0
09/03/2024,Prod_7,28.64,476,0
10/03/2024,Prod_7,47.21,170,0
11/03/2024,Prod_7,14.06,485,0
12/03/2024,Prod_7,46.9,150,1
13/03/2024,Prod_7,40.44,295,1
14/03/2024,Prod_7,36.81,208,1
15/03/2024,Prod_7,39.56,381,0
16/03/2024,Prod_7,30.67,483,0
17/03/2024,Prod_7,12.96,283,1
18/03/2024,Prod_7,10.29,332,0
19/03/2024,Prod_7,43.45,174,1
20/03/2024,Prod_7,36.53,127,0
21/03/2024,Prod_7,11.45,156,1
22/03/2024,Prod_7,31.14,180,1
23/03/2024,Prod_7,22.93,449,0
24/03/2024,Prod_7,8.77,423,0
25/03/2024,Prod_7,27.06,378,0
26/03/2024,Prod_7,14.79,402,1
27/03/2024,Prod_7,5.72,87,1
28/03/2024,Prod_7,23.88,406,0
29/03/2024,Prod_7,29.92,324,0
30/03/2024,Prod_7,3.3,496,1
31/03/2024,Prod_7,20.7,267,0
01/04/2024,Prod_7,13.63,82,1
02/04/2024,Prod_7,2.5,64,1
03/04/2024,Prod_7,7.16,119,1
04/04/2024,Prod_7,7.81,496,0
05/04/2024,Prod_7,9.96,455,0
06/04/2024,Prod_7,40.37,341,0
07/04/2024,Prod_7,22.54,313,1
08/04/2024,Prod_7,8.21,163,0
09/04/2024,Prod_7,5.91,293,0
10/04/2024,Prod_7,15.6,178,0
11/04/2024,Prod_7,40.1,377,0
12/04/2024,Prod_7,18.86,30,1
13/04/2024,Prod_7,8.83,401,1
14/04/2024,Prod_7,20.8,161,0
15/04/2024,Prod_7,28.21,400,0
16/04/2024,Prod_7,2.45,399,1
17/04/2024,Prod_7,31.75,397,0
18/04/2024,Prod_7,20.36,487,0
19/04/2024,Prod_7,1.48,3,0
20/04/2024,Prod_7,34.02,24,0
21/04/2024,Prod_7,35.91,407,0
22/04/2024,Prod_7,31.81,59,0
23/04/2024,Prod_7,17.75,237,0
24/04/2024,Prod_7,26.95,240,0
25/04/2024,Prod_7,19.97,311,0
26/04/2024,Prod_7,35.33,321,1
27/04/2024,Prod_7,29.6,160,0
28/04/2024,Prod_7,5.01,481,0
29/04/2024,Prod_7,32.51,60,0
30/04/2024,Prod_7,34.67,240,1
01/05/2024,Prod_7,19.16,414,0
02/05/2024,Prod_7,43.91,322,1
03/05/2024,Prod_7,42.31,402,0
04/05/2024,Prod_7,9.58,59,0
05/05/2024,Prod_7,45.31,53,0
06/05/2024,Prod_7,22.6,64,0
07/05/2024,Prod_7,36.46,121,0
08/05/2024,Prod_7,40.89,119,0
09/05/2024,Prod_7,25.75,286,0
10/05/2024,Prod_7,20.56,18,0
11/05/2024,Prod_7,45.86,5,1
12/05/2024,Prod_7,12.31,325,1
13/05/2024,Prod_7,13.59,392,0
14/05/2024,Prod_7,18.72,393,0
15/05/2024,Prod_7,43.11,160,0
16/05/2024,Prod_7,47,376,0
17/05/2024,Prod_7,11.78,142,0
18/05/2024,Prod_7,43.33,397,0
19/05/2024,Prod_7,13.65,18,0
20/05/2024,Prod_7,48.56,68,1
21/05/2024,Prod_7,30.27,114,0
22/05/2024,Prod_7,1.35,22,0
23/05/2024,Prod_7,2.67,20,0
24/05/2024,Prod_7,8.23,399,1
25/05/2024,Prod_7,10.19,263,1
26/05/2024,Prod_7,38.61,461,0
27/05/2024,Prod_7,11.92,98,0
28/05/2024,Prod_7,48.49,105,0
29/05/2024,Prod_7,32.17,286,0
30/05/2024,Prod_7,34.93,5,0
31/05/2024,Prod_7,11.67,129,1
01/06/2024,Prod_7,44.74,444,0
02/06/2024,Prod_7,33.72,159,0
03/06/2024,Prod_7,43.36,251,1
04/06/2024,Prod_7,47.87,499,1
05/06/2024,Prod_7,7.16,276,0
06/06/2024,Prod_7,5.73,83,0
07/06/2024,Prod_7,40.37,320,0
08/06/2024,Prod_7,43.44,118,0
09/06/2024,Prod_7,29.6,448,1
10/06/2024,Prod_7,18.93,29,1
11/06/2024,Prod_7,32.98,493,1
12/06/2024,Prod_7,15.98,358,0
13/06/2024,Prod_7,12.68,138,1
14/06/2024,Prod_7,24.92,157,0
15/06/2024,Prod_7,11.59,31,0
16/06/2024,Prod_7,24.7,331,0
17/06/2024,Prod_7,47.87,471,0
18/06/2024,Prod_7,42.15,286,1
19/06/2024,Prod_7,47.14,153,0
20/06/2024,Prod_7,40.51,336,0
21/06/2024,Prod_7,18.38,58,0
22/06/2024,Prod_7,40.79,313,1
23/06/2024,Prod_7,46.22,87,0
24/06/2024,Prod_7,47.4,123,0
25/06/2024,Prod_7,34.48,191,1
26/06/2024,Prod_7,11.36,353,0
27/06/2024,Prod_7,2.95,371,0
28/06/2024,Prod_7,8.21,293,0
29/06/2024,Prod_7,48.31,314,0
30/06/2024,Prod_7,23.64,28,1
01/01/2024,Prod_8,42.89,155,0
02/01/2024,Prod_8,23.79,454,1
03/01/2024,Prod_8,33.38,230,0
04/01/2024,Prod_8,2.18,37,1
05/01/2024,Prod_8,13.24,6,0
06/01/2024,Prod_8,22.38,473,0
07/01/2024,Prod_8,31.9,461,0
08/01/2024,Prod_8,9.4,318,0
09/01/2024,Prod_8,38.46,225,0
10/01/2024,Prod_8,18.86,33,0
11/01/2024,Prod_8,41.05,89,0
12/01/2024,Prod_8,5.8,334,0
13/01/2024,Prod_8,34.31,40,0
14/01/2024,Prod_8,15.37,169,0
15/01/2024,Prod_8,39.97,375,1
16/01/2024,Prod_8,20.71,298,0
17/01/2024,Prod_8,33.6,486,1
18/01/2024,Prod_8,46.78,393,0
19/01/2024,Prod_8,2.01,18,1
20/01/2024,Prod_8,1.54,15,0
21/01/2024,Prod_8,38.74,132,1
22/01/2024,Prod_8,32.67,290,0
23/01/2024,Prod_8,15.36,318,1
24/01/2024,Prod_8,25.23,294,1
25/01/2024,Prod_8,3.05,209,0
26/01/2024,Prod_8,10.43,327,0
27/01/2024,Prod_8,21.8,480,1
28/01/2024,Prod_8,41.87,279,0
29/01/2024,Prod_8,24.5,382,0
30/01/2024,Prod_8,29.73,276,0
31/01/2024,Prod_8,43.81,495,0
01/02/2024,Prod_8,16.13,440,1
02/02/2024,Prod_8,35.33,309,0
03/02/2024,Prod_8,43.22,386,0
04/02/2024,Prod_8,10.93,277,0
05/02/2024,Prod_8,18.47,76,0
06/02/2024,Prod_8,49.01,298,1
07/02/2024,Prod_8,49.18,313,0
08/02/2024,Prod_8,11.94,378,0
09/02/2024,Prod_8,4.26,433,0
10/02/2024,Prod_8,14.28,347,1
11/02/2024,Prod_8,20.49,498,0
12/02/2024,Prod_8,22.61,112,0
13/02/2024,Prod_8,31.32,266,0
14/02/2024,Prod_8,45.08,72,0
15/02/2024,Prod_8,17.19,317,0
16/02/2024,Prod_8,42.65,21,0
17/02/2024,Prod_8,5.58,188,1
18/02/2024,Prod_8,3.05,121,1
19/02/2024,Prod_8,25.7,342,1
20/02/2024,Prod_8,3.92,141,0
21/02/2024,Prod_8,20.23,304,0
22/02/2024,Prod_8,44.94,424,0
23/02/2024,Prod_8,12.83,447,1
24/02/2024,Prod_8,35.59,204,0
