Date,StoreID,ProductCategory,UnitsSold,SalesValue,Region
31/03/2024,Store_12,Beverages,132,68.13,East
01/01/2024,Store_13,Bakery,22,68.77,South
02/01/2024,Store_13,Frozen,131,22.5,South
03/01/2024,Store_13,Frozen,79,98.44,West
04/01/2024,Store_13,Dairy,99,84.33,South
05/01/2024,Store_13,Frozen,175,79.11,South
06/01/2024,Store_13,Bakery,38,33.69,North
07/01/2024,Store_13,Produce,161,54.03,East
08/01/2024,Store_13,Bakery,176,14.57,North
09/01/2024,Store_13,Dairy,193,54.31,West
10/01/2024,Store_13,Frozen,117,15.44,North
11/01/2024,Store_13,Produce,26,55.75,West
12/01/2024,Store_13,Beverages,136,65.22,South
13/01/2024,Store_13,Produce,50,39.63,North
14/01/2024,Store_13,Produce,38,50.36,South
15/01/2024,Store_13,Bakery,138,87.69,East
16/01/2024,Store_13,Beverages,42,11.75,South
17/01/2024,Store_13,Dairy,37,79.38,East
18/01/2024,Store_13,Dairy,154,17.9,South
19/01/2024,Store_13,Produce,140,4.63,North
20/01/2024,Store_13,Produce,49,19.37,North
21/01/2024,Store_13,Frozen,142,76.74,South
22/01/2024,Store_13,Beverages,46,41.11,West
23/01/2024,Store_13,Produce,163,87.38,West
24/01/2024,Store_13,Frozen,29,52.95,East
25/01/2024,Store_13,Beverages,12,3.2,East
26/01/2024,Store_13,Dairy,116,71.95,South
27/01/2024,Store_13,Frozen,82,11.91,North
28/01/2024,Store_13,Beverages,44,79.15,East
29/01/2024,Store_13,Frozen,194,17.64,South
30/01/2024,Store_13,Produce,2,35.2,East
31/01/2024,Store_13,Bakery,187,76.37,North
01/02/2024,Store_13,Dairy,17,95.47,East
02/02/2024,Store_13,Produce,138,37.77,South
03/02/2024,Store_13,Produce,18,83.11,East
04/02/2024,Store_13,Beverages,22,19.89,West
05/02/2024,Store_13,Frozen,83,80.91,East
06/02/2024,Store_13,Dairy,58,66.09,North
07/02/2024,Store_13,Produce,53,20.08,North
08/02/2024,Store_13,Beverages,1,30.95,North
09/02/2024,Store_13,Dairy,61,14.05,North
10/02/2024,Store_13,Frozen,159,38.91,South
11/02/2024,Store_13,Produce,31,21.16,East
12/02/2024,Store_13,Produce,66,64.76,East
13/02/2024,Store_13,Produce,147,99.46,East
14/02/2024,Store_13,Dairy,53,2.19,East
15/02/2024,Store_13,Dairy,95,54.55,South
16/02/2024,Store_13,Dairy,150,57.79,North
17/02/2024,Store_13,Dairy,23,91.51,East
18/02/2024,Store_13,Beverages,143,51.09,East
19/02/2024,Store_13,Bakery,154,54.83,North
20/02/2024,Store_13,Beverages,131,47.69,West
21/02/2024,Store_13,Produce,87,27.62,West
22/02/2024,Store_13,Beverages,148,6.55,North
23/02/2024,Store_13,Frozen,125,41.46,East
24/02/2024,Store_13,Dairy,109,6.21,North
25/02/2024,Store_13,Frozen,40,55.5,East
26/02/2024,Store_13,Frozen,121,31.42,East
27/02/2024,Store_13,Produce,39,53.83,West
28/02/2024,Store_13,Dairy,120,14.3,West
29/02/2024,Store_13,Frozen,18,93.33,East
01/03/2024,Store_13,Produce,169,89.56,East
02/03/2024,Store_13,Dairy,198,19.81,East
03/03/2024,Store_13,Bakery,155,35,West
04/03/2024,Store_13,Produce,143,61.74,East
05/03/2024,Store_13,Beverages,37,10.47,North
06/03/2024,Store_13,Dairy,186,36.1,South
07/03/2024,Store_13,Frozen,5,25.86,South
08/03/2024,Store_13,Frozen,73,91.64,East
09/03/2024,Store_13,Beverages,135,85.4,North
10/03/2024,Store_13,Beverages,41,58.4,East
11/03/2024,Store_13,Frozen,10,52.51,North
12/03/2024,Store_13,Dairy,190,93.14,West
13/03/2024,Store_13,Produce,154,93.31,West
14/03/2024,Store_13,Beverages,68,96.96,East
15/03/2024,Store_13,Beverages,24,13.41,West
16/03/2024,Store_13,Beverages,78,16.9,East
17/03/2024,Store_13,Bakery,169,68,South
18/03/2024,Store_13,Dairy,193,54.6,North
19/03/2024,Store_13,Dairy,145,2.83,North
20/03/2024,Store_13,Dairy,109,7.14,South
21/03/2024,Store_13,Dairy,24,88.92,South
22/03/2024,Store_13,Dairy,155,87.02,South
23/03/2024,Store_13,Frozen,7,36.37,South
24/03/2024,Store_13,Beverages,73,89.21,West
25/03/2024,Store_13,Frozen,107,59.77,North
26/03/2024,Store_13,Bakery,99,80.78,North
27/03/2024,Store_13,Produce,122,43.32,South
28/03/2024,Store_13,Beverages,12,12.23,East
29/03/2024,Store_13,Bakery,85,43.94,East
30/03/2024,Store_13,Frozen,3,46.27,East
31/03/2024,Store_13,Produce,79,55.54,East
01/01/2024,Store_14,Bakery,85,11.45,West
02/01/2024,Store_14,Produce,10,99.15,North
03/01/2024,Store_14,Bakery,33,25.17,North
04/01/2024,Store_14,Frozen,46,20.66,North
05/01/2024,Store_14,Produce,59,53.15,East
06/01/2024,Store_14,Bakery,52,54.18,South
07/01/2024,Store_14,Frozen,6,44.54,East
08/01/2024,Store_14,Beverages,130,77.42,North
09/01/2024,Store_14,Frozen,29,52.15,East
10/01/2024,Store_14,Frozen,119,61.36,South
11/01/2024,Store_14,Beverages,168,72.65,South
12/01/2024,Store_14,Frozen,97,3.48,East
13/01/2024,Store_14,Beverages,189,57.49,North
14/01/2024,Store_14,Beverages,196,88.54,West
15/01/2024,Store_14,Beverages,68,2.72,North
16/01/2024,Store_14,Bakery,157,41.11,West
17/01/2024,Store_14,Produce,190,92.7,North
18/01/2024,Store_14,Bakery,60,35.96,East
19/01/2024,Store_14,Beverages,124,46.41,West
20/01/2024,Store_14,Produce,84,98.17,North
21/01/2024,Store_14,Produce,41,20.73,East
22/01/2024,Store_14,Beverages,113,7.46,North
23/01/2024,Store_14,Produce,65,86.08,South
24/01/2024,Store_14,Produce,192,86.98,South
25/01/2024,Store_14,Bakery,79,47.74,North
26/01/2024,Store_14,Produce,63,51.91,East
27/01/2024,Store_14,Beverages,176,83.74,North
28/01/2024,Store_14,Dairy,148,74.12,East
29/01/2024,Store_14,Dairy,118,27.25,West
30/01/2024,Store_14,Dairy,37,2.67,South
31/01/2024,Store_14,Beverages,64,48.49,West
01/02/2024,Store_14,Dairy,86,86.03,East
02/02/2024,Store_14,Bakery,133,89.69,North
03/02/2024,Store_14,Beverages,34,95.67,South
04/02/2024,Store_14,Beverages,39,88.08,East
05/02/2024,Store_14,Beverages,67,58.42,East
06/02/2024,Store_14,Produce,62,45.02,South
07/02/2024,Store_14,Produce,88,77.71,North
08/02/2024,Store_14,Produce,152,74.24,South
09/02/2024,Store_14,Frozen,131,54.28,North
10/02/2024,Store_14,Bakery,109,9.65,North
11/02/2024,Store_14,Beverages,199,92.68,East
12/02/2024,Store_14,Beverages,89,46.1,North
13/02/2024,Store_14,Produce,67,36.97,North
14/02/2024,Store_14,Beverages,79,63.33,South
15/02/2024,Store_14,Beverages,178,67.71,South
16/02/2024,Store_14,Dairy,29,21.86,North
17/02/2024,Store_14,Beverages,74,83.86,East
18/02/2024,Store_14,Frozen,32,29.7,South
19/02/2024,Store_14,Produce,87,19.48,West
20/02/2024,Store_14,Bakery,39,41.23,East
21/02/2024,Store_14,Bakery,137,73.33,South
22/02/2024,Store_14,Dairy,101,96.58,South
23/02/2024,Store_14,Bakery,142,81.12,West
24/02/2024,Store_14,Bakery,68,94.09,North
25/02/2024,Store_14,Produce,192,14.92,South
26/02/2024,Store_14,Produce,148,8.05,West
27/02/2024,Store_14,Frozen,28,56.21,West
28/02/2024,Store_14,Dairy,14,29.74,South
29/02/2024,Store_14,Bakery,172,82.98,East
01/03/2024,Store_14,Frozen,77,67.53,South
02/03/2024,Store_14,Dairy,116,97.1,West
03/03/2024,Store_14,Bakery,167,26.22,South
04/03/2024,Store_14,Bakery,28,49.09,East
05/03/2024,Store_14,Produce,192,50.62,North
06/03/2024,Store_14,Beverages,89,24.68,North
07/03/2024,Store_14,Dairy,32,59.42,South
08/03/2024,Store_14,Bakery,137,44.89,South
09/03/2024,Store_14,Dairy,156,45.23,West
10/03/2024,Store_14,Frozen,95,36.91,East
11/03/2024,Store_14,Frozen,17,2.68,West
12/03/2024,Store_14,Beverages,117,52.69,West
13/03/2024,Store_14,Bakery,77,34.19,North
14/03/2024,Store_14,Produce,55,1.13,West
15/03/2024,Store_14,Bakery,10,31.49,West
16/03/2024,Store_14,Dairy,80,28.58,North
17/03/2024,Store_14,Frozen,134,39.95,North
18/03/2024,Store_14,Dairy,176,14.05,East
19/03/2024,Store_14,Beverages,116,51.26,East
20/03/2024,Store_14,Frozen,195,69.55,East
21/03/2024,Store_14,Produce,169,63.39,South
22/03/2024,Store_14,Frozen,79,80.57,North
23/03/2024,Store_14,Bakery,60,45.75,South
24/03/2024,Store_14,Bakery,42,52.39,South
25/03/2024,Store_14,Frozen,116,81.23,East
26/03/2024,Store_14,Beverages,109,43.34,North
27/03/2024,Store_14,Bakery,71,70.46,South
28/03/2024,Store_14,Bakery,156,44.03,West
29/03/2024,Store_14,Produce,102,42.36,West
30/03/2024,Store_14,Frozen,13,76.26,North
31/03/2024,Store_14,Bakery,15,18.31,South
01/01/2024,Store_15,Beverages,36,34.52,East
02/01/2024,Store_15,Dairy,15,23.19,South
03/01/2024,Store_15,Frozen,117,36.55,West
04/01/2024,Store_15,Produce,75,23.81,West
05/01/2024,Store_15,Bakery,56,58.36,East
06/01/2024,Store_15,Beverages,95,80.02,North
07/01/2024,Store_15,Frozen,132,78.87,South
08/01/2024,Store_15,Beverages,52,37.09,West
09/01/2024,Store_15,Beverages,138,98.89,South
10/01/2024,Store_15,Produce,173,59.79,East
11/01/2024,Store_15,Frozen,84,40.54,East
12/01/2024,Store_15,Bakery,29,83.72,North
13/01/2024,Store_15,Produce,53,73.26,East
14/01/2024,Store_15,Bakery,157,75.18,North
15/01/2024,Store_15,Dairy,151,20.42,South
16/01/2024,Store_15,Beverages,185,47.36,West
17/01/2024,Store_15,Dairy,178,86.32,West
18/01/2024,Store_15,Beverages,21,50.9,North
19/01/2024,Store_15,Produce,112,68.66,West
20/01/2024,Store_15,Bakery,171,59.21,North
21/01/2024,Store_15,Bakery,138,84.39,North
22/01/2024,Store_15,Produce,76,29.17,South
23/01/2024,Store_15,Frozen,30,57.97,South
24/01/2024,Store_15,Dairy,125,13.2,East
25/01/2024,Store_15,Dairy,51,69.33,North
26/01/2024,Store_15,Bakery,161,73.46,South
27/01/2024,Store_15,Bakery,146,5.24,North
28/01/2024,Store_15,Bakery,78,67.9,North
29/01/2024,Store_15,Produce,22,42.05,North
30/01/2024,Store_15,Frozen,64,13.29,South
31/01/2024,Store_15,Dairy,21,42.57,North
01/02/2024,Store_15,Beverages,129,20.23,North
02/02/2024,Store_15,Produce,107,42.14,East
03/02/2024,Store_15,Dairy,116,39.05,North
04/02/2024,Store_15,Frozen,124,74.1,East
05/02/2024,Store_15,Produce,143,77.65,North
06/02/2024,Store_15,Dairy,36,61.1,East
07/02/2024,Store_15,Produce,47,3.25,South
08/02/2024,Store_15,Dairy,182,93.17,South
09/02/2024,Store_15,Dairy,32,68.94,West
10/02/2024,Store_15,Frozen,186,4.39,North
11/02/2024,Store_15,Beverages,174,82.06,West
12/02/2024,Store_15,Frozen,54,20.83,West
13/02/2024,Store_15,Dairy,161,58.34,East
14/02/2024,Store_15,Produce,167,47.2,South
15/02/2024,Store_15,Frozen,23,42.56,North
16/02/2024,Store_15,Beverages,171,89.08,North
17/02/2024,Store_15,Dairy,183,44.3,East
18/02/2024,Store_15,Frozen,2,8.46,West
19/02/2024,Store_15,Frozen,194,94.72,East
20/02/2024,Store_15,Frozen,166,92.13,West
21/02/2024,Store_15,Frozen,157,68.76,North
22/02/2024,Store_15,Produce,110,47.32,East
23/02/2024,Store_15,Beverages,124,10.19,West
24/02/2024,Store_15,Beverages,67,79.28,East
25/02/2024,Store_15,Dairy,71,8.47,South
26/02/2024,Store_15,Bakery,164,7.79,East
27/02/2024,Store_15,Produce,29,54.2,North
28/02/2024,Store_15,Dairy,119,16.85,East
29/02/2024,Store_15,Dairy,165,1.77,North
01/03/2024,Store_15,Frozen,113,42.89,North
02/03/2024,Store_15,Bakery,45,14.58,East
03/03/2024,Store_15,Bakery,16,16.89,East
04/03/2024,Store_15,Produce,31,8.61,East
05/03/2024,Store_15,Bakery,162,21.3,South
06/03/2024,Store_15,Dairy,50,71.83,South
07/03/2024,Store_15,Bakery,193,81.08,West
08/03/2024,Store_15,Bakery,122,45.8,East
09/03/2024,Store_15,Beverages,190,51.15,West
10/03/2024,Store_15,Dairy,171,4.23,West
11/03/2024,Store_15,Bakery,184,7.86,North
12/03/2024,Store_15,Bakery,15,26.5,West
13/03/2024,Store_15,Frozen,176,54.85,East
14/03/2024,Store_15,Bakery,49,74.22,South
15/03/2024,Store_15,Bakery,172,60.9,West
16/03/2024,Store_15,Beverages,10,39.82,West
17/03/2024,Store_15,Dairy,20,12.71,South
18/03/2024,Store_15,Produce,70,78.3,West
19/03/2024,Store_15,Dairy,8,37.01,East
20/03/2024,Store_15,Frozen,173,73.87,West
21/03/2024,Store_15,Dairy,34,51.78,North
22/03/2024,Store_15,Bakery,179,74.13,West
23/03/2024,Store_15,Frozen,4,90.82,North
24/03/2024,Store_15,Dairy,108,92.18,South
25/03/2024,Store_15,Frozen,167,53.98,South
26/03/2024,Store_15,Produce,24,51.64,West
27/03/2024,Store_15,Dairy,55,27.3,West
28/03/2024,Store_15,Bakery,26,93.64,South
29/03/2024,Store_15,Frozen,25,46.33,North
30/03/2024,Store_15,Beverages,36,13.63,South
31/03/2024,Store_15,Frozen,71,43.84,South
01/01/2024,Store_16,Beverages,186,13.58,North
02/01/2024,Store_16,Bakery,12,50.75,South
03/01/2024,Store_16,Produce,129,56.57,West
04/01/2024,Store_16,Beverages,116,34.44,West
05/01/2024,Store_16,Produce,178,8.09,South
06/01/2024,Store_16,Frozen,153,94.41,West
07/01/2024,Store_16,Bakery,133,77.56,East
08/01/2024,Store_16,Beverages,83,84.05,South
09/01/2024,Store_16,Frozen,196,37.32,East
10/01/2024,Store_16,Dairy,6,76.32,South
11/01/2024,Store_16,Frozen,26,49.05,South
12/01/2024,Store_16,Produce,113,20.91,East
13/01/2024,Store_16,Bakery,103,13.32,South
14/01/2024,Store_16,Bakery,120,35.16,West
15/01/2024,Store_16,Frozen,183,14.62,East
16/01/2024,Store_16,Dairy,167,99.83,South
17/01/2024,Store_16,Produce,9,5.87,West
18/01/2024,Store_16,Frozen,45,44.67,East
19/01/2024,Store_16,Frozen,14,45.76,East
20/01/2024,Store_16,Bakery,112,30.76,West
21/01/2024,Store_16,Produce,55,57.56,South
22/01/2024,Store_16,Dairy,137,15.85,South
23/01/2024,Store_16,Bakery,15,78.61,East
24/01/2024,Store_16,Frozen,37,33.91,North
25/01/2024,Store_16,Bakery,178,59.54,South
26/01/2024,Store_16,Bakery,127,71.85,South
27/01/2024,Store_16,Beverages,117,89.02,West
28/01/2024,Store_16,Bakery,84,83.74,North
29/01/2024,Store_16,Bakery,72,61.22,North
30/01/2024,Store_16,Produce,96,39.45,East
31/01/2024,Store_16,Bakery,111,50.82,West
01/02/2024,Store_16,Dairy,149,77.1,West
02/02/2024,Store_16,Frozen,185,87.88,South
03/02/2024,Store_16,Produce,105,11.27,East
04/02/2024,Store_16,Bakery,147,39.1,South
05/02/2024,Store_16,Dairy,58,77.84,North
06/02/2024,Store_16,Frozen,95,43.73,West
07/02/2024,Store_16,Produce,118,33.89,East
08/02/2024,Store_16,Dairy,6,41.72,South
09/02/2024,Store_16,Bakery,4,60.68,South
10/02/2024,Store_16,Beverages,43,99.98,North
11/02/2024,Store_16,Beverages,93,49.81,West
12/02/2024,Store_16,Produce,42,21.64,North
13/02/2024,Store_16,Dairy,3,17.12,South
14/02/2024,Store_16,Frozen,129,5.19,West
15/02/2024,Store_16,Dairy,183,56.32,West
16/02/2024,Store_16,Beverages,15,54.91,North
17/02/2024,Store_16,Produce,47,21.32,West
18/02/2024,Store_16,Bakery,85,69.84,North
19/02/2024,Store_16,Dairy,174,74.37,West
20/02/2024,Store_16,Beverages,58,26.65,West
21/02/2024,Store_16,Frozen,199,35.07,East
22/02/2024,Store_16,Produce,39,99.06,West
23/02/2024,Store_16,Bakery,131,38.05,South
24/02/2024,Store_16,Dairy,158,76.32,East
25/02/2024,Store_16,Frozen,35,45.82,North
26/02/2024,Store_16,Bakery,185,79.54,South
27/02/2024,Store_16,Beverages,157,77.13,North
28/02/2024,Store_16,Beverages,178,67.11,North
29/02/2024,Store_16,Frozen,190,85.62,South
01/03/2024,Store_16,Beverages,52,93.98,North
02/03/2024,Store_16,Produce,118,58.42,East
03/03/2024,Store_16,Frozen,14,24.51,South
04/03/2024,Store_16,Beverages,163,40.46,North
05/03/2024,Store_16,Dairy,156,76.07,North
06/03/2024,Store_16,Beverages,186,65.44,West
07/03/2024,Store_16,Produce,30,18.6,West
08/03/2024,Store_16,Bakery,90,6.07,North
09/03/2024,Store_16,Bakery,135,68.61,South
10/03/2024,Store_16,Beverages,167,25.86,East
11/03/2024,Store_16,Bakery,95,50.47,North
12/03/2024,Store_16,Beverages,69,74.93,North
13/03/2024,Store_16,Produce,163,56.7,North
14/03/2024,Store_16,Bakery,127,9.25,West
15/03/2024,Store_16,Dairy,52,19.37,South
16/03/2024,Store_16,Beverages,142,22.71,North
17/03/2024,Store_16,Bakery,63,26.53,West
18/03/2024,Store_16,Produce,36,56.97,North
19/03/2024,Store_16,Produce,91,50.89,North
20/03/2024,Store_16,Dairy,152,21.11,South
21/03/2024,Store_16,Produce,168,7.69,West
22/03/2024,Store_16,Produce,157,17.97,East
23/03/2024,Store_16,Bakery,53,98.45,South
24/03/2024,Store_16,Beverages,109,47.39,East
25/03/2024,Store_16,Frozen,150,86.87,West
26/03/2024,Store_16,Produce,72,85.03,West
27/03/2024,Store_16,Produce,15,51.64,East
28/03/2024,Store_16,Frozen,113,70.96,West
29/03/2024,Store_16,Produce,69,20.08,South
30/03/2024,Store_16,Bakery,116,69.15,North
31/03/2024,Store_16,Bakery,192,27.97,East
01/01/2024,Store_17,Frozen,4,83.37,North
02/01/2024,Store_17,Produce,75,9.29,East
03/01/2024,Store_17,Produce,146,77.54,North
04/01/2024,Store_17,Beverages,42,10.89,North
05/01/2024,Store_17,Produce,30,88.24,South
06/01/2024,Store_17,Bakery,143,31.12,North
07/01/2024,Store_17,Dairy,70,65.78,East
08/01/2024,Store_17,Dairy,183,49.26,North
09/01/2024,Store_17,Dairy,181,37.26,West
10/01/2024,Store_17,Dairy,16,64.9,North
11/01/2024,Store_17,Produce,111,94.8,North
12/01/2024,Store_17,Produce,104,5.09,West
13/01/2024,Store_17,Beverages,107,91.97,West
14/01/2024,Store_17,Produce,123,61.3,East
15/01/2024,Store_17,Dairy,162,80.92,West
16/01/2024,Store_17,Frozen,27,39,West
17/01/2024,Store_17,Frozen,13,47.71,East
18/01/2024,Store_17,Bakery,155,87.02,East
19/01/2024,Store_17,Bakery,73,42.07,North
20/01/2024,Store_17,Produce,197,53.93,South
21/01/2024,Store_17,Frozen,86,3,East
22/01/2024,Store_17,Dairy,31,16.7,West
23/01/2024,Store_17,Dairy,3,64.53,North
24/01/2024,Store_17,Dairy,30,71.98,West
25/01/2024,Store_17,Produce,149,58.68,East
26/01/2024,Store_17,Produce,99,15.19,South
27/01/2024,Store_17,Beverages,134,45.1,North
28/01/2024,Store_17,Dairy,160,36.15,East
29/01/2024,Store_17,Dairy,170,50.07,East
30/01/2024,Store_17,Produce,190,87.16,West
31/01/2024,Store_17,Produce,160,77.81,South
01/02/2024,Store_17,Beverages,99,9.31,East
02/02/2024,Store_17,Beverages,86,89.14,West
03/02/2024,Store_17,Bakery,167,47.7,North
04/02/2024,Store_17,Frozen,64,74.64,West
05/02/2024,Store_17,Dairy,118,14.86,North
06/02/2024,Store_17,Dairy,158,67.4,West
07/02/2024,Store_17,Beverages,191,24.4,South
08/02/2024,Store_17,Beverages,114,44.4,West
09/02/2024,Store_17,Bakery,159,2.67,South
10/02/2024,Store_17,Frozen,87,16.01,South
11/02/2024,Store_17,Bakery,40,10.12,North
12/02/2024,Store_17,Frozen,161,24.73,West
13/02/2024,Store_17,Dairy,191,10.9,West
14/02/2024,Store_17,Bakery,25,69.5,West
15/02/2024,Store_17,Beverages,164,3.87,South
16/02/2024,Store_17,Bakery,152,62.16,East
17/02/2024,Store_17,Bakery,95,14.93,West
18/02/2024,Store_17,Dairy,186,94.57,West
19/02/2024,Store_17,Beverages,167,93.38,East
20/02/2024,Store_17,Beverages,46,23.32,North
21/02/2024,Store_17,Produce,138,61.83,West
22/02/2024,Store_17,Produce,32,3.77,East
23/02/2024,Store_17,Produce,97,93.25,West
24/02/2024,Store_17,Dairy,164,52.78,South
25/02/2024,Store_17,Bakery,156,5.28,East
26/02/2024,Store_17,Beverages,144,34.91,South
27/02/2024,Store_17,Beverages,16,8.61,East
28/02/2024,Store_17,Bakery,18,39.9,North
29/02/2024,Store_17,Beverages,136,67.32,South
01/03/2024,Store_17,Bakery,75,47.52,West
02/03/2024,Store_17,Dairy,198,38.99,East
03/03/2024,Store_17,Dairy,1,12.8,West
04/03/2024,Store_17,Dairy,190,25.25,North
05/03/2024,Store_17,Bakery,125,10.91,East
06/03/2024,Store_17,Bakery,38,80.94,North
07/03/2024,Store_17,Frozen,45,14.39,East
08/03/2024,Store_17,Beverages,186,59.94,South
09/03/2024,Store_17,Beverages,81,34.93,West
10/03/2024,Store_17,Frozen,129,23.37,South
11/03/2024,Store_17,Frozen,32,64.31,South
12/03/2024,Store_17,Dairy,136,46.24,South
13/03/2024,Store_17,Frozen,118,40.61,South
14/03/2024,Store_17,Bakery,40,59.69,East
15/03/2024,Store_17,Produce,184,49.64,West
16/03/2024,Store_17,Bakery,191,31.04,East
17/03/2024,Store_17,Frozen,74,56.35,East
18/03/2024,Store_17,Beverages,111,67.28,East
19/03/2024,Store_17,Bakery,103,3.64,South
20/03/2024,Store_17,Beverages,103,47.12,North
21/03/2024,Store_17,Bakery,74,6.71,South
22/03/2024,Store_17,Beverages,164,19.45,East
23/03/2024,Store_17,Bakery,114,56.49,South
24/03/2024,Store_17,Beverages,123,86.75,West
25/03/2024,Store_17,Produce,57,88.4,West
26/03/2024,Store_17,Dairy,74,7.92,South
27/03/2024,Store_17,Bakery,83,42.49,South
28/03/2024,Store_17,Produce,173,58.72,North
29/03/2024,Store_17,Dairy,79,15.56,South
30/03/2024,Store_17,Bakery,130,76.78,South
31/03/2024,Store_17,Produce,93,74.68,North
01/01/2024,Store_18,Produce,196,90.43,South
02/01/2024,Store_18,Produce,50,1.84,South
03/01/2024,Store_18,Frozen,29,22.45,South
04/01/2024,Store_18,Beverages,81,82.89,South
05/01/2024,Store_18,Dairy,10,67.39,South
06/01/2024,Store_18,Beverages,155,89.54,East
07/01/2024,Store_18,Beverages,117,6.66,South
08/01/2024,Store_18,Beverages,143,60.1,North
09/01/2024,Store_18,Produce,60,57.34,South
10/01/2024,Store_18,Beverages,159,4.53,East
11/01/2024,Store_18,Frozen,149,51.84,North
12/01/2024,Store_18,Bakery,60,61.34,North
13/01/2024,Store_18,Produce,58,19.94,South
14/01/2024,Store_18,Dairy,169,28.06,West
15/01/2024,Store_18,Bakery,174,64.39,East
16/01/2024,Store_18,Bakery,45,47.36,West
17/01/2024,Store_18,Bakery,124,85.94,South
18/01/2024,Store_18,Beverages,26,34.9,East
19/01/2024,Store_18,Beverages,102,27.4,West
20/01/2024,Store_18,Produce,51,98.5,East
21/01/2024,Store_18,Beverages,164,91.2,South
22/01/2024,Store_18,Beverages,52,3.87,East
23/01/2024,Store_18,Beverages,51,77.3,South
24/01/2024,Store_18,Produce,131,11.92,West
25/01/2024,Store_18,Produce,14,3.72,East
26/01/2024,Store_18,Frozen,177,28.1,North
27/01/2024,Store_18,Frozen,1,27.67,South
28/01/2024,Store_18,Frozen,185,82.11,East
29/01/2024,Store_18,Frozen,145,71.36,North
30/01/2024,Store_18,Bakery,178,98.18,North
31/01/2024,Store_18,Bakery,14,71.44,North
01/02/2024,Store_18,Frozen,187,42.41,North
02/02/2024,Store_18,Frozen,81,70.19,South
03/02/2024,Store_18,Dairy,3,99.95,East
04/02/2024,Store_18,Bakery,98,71.3,North
05/02/2024,Store_18,Dairy,40,76.41,East
06/02/2024,Store_18,Dairy,89,93.9,East
07/02/2024,Store_18,Beverages,125,12.25,West
08/02/2024,Store_18,Produce,194,70.77,East
09/02/2024,Store_18,Bakery,162,85.23,South
10/02/2024,Store_18,Frozen,95,95.48,South
11/02/2024,Store_18,Frozen,9,21.89,North
12/02/2024,Store_18,Produce,94,50.89,East
13/02/2024,Store_18,Bakery,84,68.37,South
14/02/2024,Store_18,Frozen,21,25.5,South
15/02/2024,Store_18,Frozen,25,60.45,South
16/02/2024,Store_18,Beverages,102,26.5,North
17/02/2024,Store_18,Dairy,122,34.01,South
18/02/2024,Store_18,Frozen,172,44.71,East
19/02/2024,Store_18,Bakery,25,53.39,South
20/02/2024,Store_18,Produce,137,45.49,South
21/02/2024,Store_18,Beverages,103,49.83,North
22/02/2024,Store_18,Bakery,190,30.56,East
23/02/2024,Store_18,Beverages,154,16.74,South
24/02/2024,Store_18,Dairy,57,5.69,East
25/02/2024,Store_18,Frozen,37,20.4,East
26/02/2024,Store_18,Bakery,16,58.61,South
27/02/2024,Store_18,Produce,37,78.83,North
28/02/2024,Store_18,Dairy,76,17.76,East
29/02/2024,Store_18,Dairy,152,11.75,West
01/03/2024,Store_18,Beverages,26,75.18,South
02/03/2024,Store_18,Dairy,20,31.21,East
03/03/2024,Store_18,Bakery,137,95.2,East
04/03/2024,Store_18,Beverages,103,71.72,East
05/03/2024,Store_18,Dairy,29,33.35,South
06/03/2024,Store_18,Produce,31,29.66,West
07/03/2024,Store_18,Bakery,19,52.85,East
08/03/2024,Store_18,Produce,148,8.84,East
09/03/2024,Store_18,Produce,27,12.65,North
10/03/2024,Store_18,Beverages,94,18.41,South
11/03/2024,Store_18,Frozen,85,77.7,South
12/03/2024,Store_18,Beverages,44,51.87,East
13/03/2024,Store_18,Bakery,163,2.05,North
14/03/2024,Store_18,Bakery,113,67.68,East
15/03/2024,Store_18,Beverages,199,42.95,East
16/03/2024,Store_18,Frozen,150,51.57,South
17/03/2024,Store_18,Beverages,74,22.2,North
18/03/2024,Store_18,Bakery,87,55.63,East
19/03/2024,Store_18,Frozen,143,97.94,South
20/03/2024,Store_18,Bakery,94,8.27,East
21/03/2024,Store_18,Frozen,98,29.11,East
22/03/2024,Store_18,Frozen,141,25.06,North
23/03/2024,Store_18,Beverages,132,25.61,North
24/03/2024,Store_18,Beverages,56,38.49,North
25/03/2024,Store_18,Beverages,151,81.99,East
26/03/2024,Store_18,Frozen,97,91.37,West
27/03/2024,Store_18,Frozen,98,21.02,North
28/03/2024,Store_18,Bakery,34,54.75,West
29/03/2024,Store_18,Produce,100,64.05,West
30/03/2024,Store_18,Beverages,145,52.66,West
31/03/2024,Store_18,Bakery,156,43.97,South
01/01/2024,Store_19,Bakery,14,20.01,East
02/01/2024,Store_19,Dairy,162,49.33,North
03/01/2024,Store_19,Beverages,112,40.72,East
04/01/2024,Store_19,Bakery,75,79.76,East
05/01/2024,Store_19,Dairy,185,76.6,South
06/01/2024,Store_19,Beverages,97,14.27,South
07/01/2024,Store_19,Frozen,121,9.76,South
08/01/2024,Store_19,Dairy,55,90.91,East
09/01/2024,Store_19,Frozen,194,54.02,West
10/01/2024,Store_19,Produce,117,85.92,East
11/01/2024,Store_19,Produce,93,6.76,South
12/01/2024,Store_19,Produce,37,53.13,East
13/01/2024,Store_19,Produce,196,54.4,South
14/01/2024,Store_19,Bakery,26,86.21,South
15/01/2024,Store_19,Produce,189,10.66,North
16/01/2024,Store_19,Bakery,67,24.8,West
